city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Winter,12,16,9,0.0,0.6,1.8,1.35,1.14
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,7,19,9,0.0,0.54,0.3,1.45,1.2
Hyderabad,Madhapur,Two-Wheeler EV,Swiggy,Post-monsoon,10,18,6,0.17,0.4,1.05,1.3,1.03
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,12,16,8,1.4,0.075,45.0,1.05,1.34
Delhi,ITO,Bicycle,Zomato,Pre-monsoon,4,15,12,7.0,0.15,10.0,1.4,1.37
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Pre-monsoon,3,17,12,0.0,0.03,1.2,1.4,1.11
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,11,44,13,0.0,3.0,1.8,1.35,1.23
Hyderabad,Begumpet,Bicycle,Swiggy,Post-monsoon,10,22,13,0.17,0.4,1.05,1.2,0.96
Bengaluru,Koramangala,Bicycle,Zomato,Winter,2,27,9,0.0,0.03,2.4,1.2,1.0
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Pre-monsoon,3,30,10,0.6,0.2,1.6,1.38,1.12
Hyderabad,HITEC City,Two-Wheeler ICE,Swiggy,Post-monsoon,10,17,7,0.17,0.4,1.05,1.25,1.04
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,31,6,0.0,0.03,1.2,1.1,1.01
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Winter,2,25,10,0.0,0.03,2.4,1.45,1.17
Chennai,Perungudi,Two-Wheeler ICE,Both,Pre-monsoon,4,22,12,1.0,0.4,0.8,1.38,1.13
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,27,6,1.4,0.6,35.0,1.1,1.34
Chennai,Anna Nagar,Two-Wheeler ICE,Both,Post-monsoon,10,19,8,0.2,1.6,2.8,1.05,1.0
Hyderabad,Falaknuma,Two-Wheeler EV,Swiggy,Pre-monsoon,3,22,7,0.51,0.05,0.6,1.35,1.06
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Monsoon,7,43,6,0.34,0.9,0.15,1.35,1.22
Bengaluru,Indiranagar,Two-Wheeler ICE,Both,Pre-monsoon,3,34,7,0.0,0.03,1.2,1.1,1.01
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Pre-monsoon,4,13,8,0.0,0.06,0.6,1.2,0.95
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Pre-monsoon,4,33,9,0.0,1.2,0.4,1.35,1.16
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Winter,1,29,6,0.0,0.03,2.7,1.1,1.0
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,32,6,1.4,0.375,45.0,1.05,1.36
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,33,7,4.2,0.075,20.0,1.05,1.33
Delhi,Azad Market,Two-Wheeler EV,Zomato,Winter,1,38,7,1.4,0.075,45.0,1.35,1.5
Chennai,Sholinganallur,Two-Wheeler EV,Both,Pre-monsoon,4,14,8,1.0,0.4,0.8,1.35,1.04
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Monsoon,8,26,10,0.0,10.8,0.2,1.45,1.5
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,9,16,10,0.0,7.2,0.4,1.25,1.33
Mumbai,Chembur,Bicycle,Both,Monsoon,8,28,7,0.0,10.8,0.2,1.45,1.48
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,6,18,11,0.0,0.36,0.3,1.45,1.19
Bengaluru,Indiranagar,Two-Wheeler ICE,Both,Post-monsoon,11,35,13,0.0,0.15,2.7,1.1,1.02
Chennai,Anna Nagar,Two-Wheeler ICE,Both,Monsoon,8,34,9,0.2,3.6,0.4,1.05,1.16
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Monsoon,6,43,8,1.8,2.4,0.4,1.4,1.34
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Monsoon,6,38,7,0.0,0.36,0.3,1.5,1.27
Chennai,Sholinganallur,Two-Wheeler EV,Zomato,Monsoon,8,13,6,0.2,3.6,0.4,1.35,1.18
Delhi,Connaught Place,Two-Wheeler EV,Zomato,Winter,2,26,10,1.4,0.075,40.0,1.05,1.31
Chennai,Perungudi,Two-Wheeler ICE,Both,Pre-monsoon,4,38,10,1.0,0.4,0.8,1.38,1.18
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Winter,2,36,12,0.0,0.6,1.6,1.35,1.18
Hyderabad,Falaknuma,Bicycle,Zomato,Winter,2,44,7,0.17,0.05,1.2,1.35,1.12
Hyderabad,Begumpet,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,28,7,1.53,0.2,0.3,1.2,1.05
Mumbai,Andheri,Two-Wheeler ICE,Both,Pre-monsoon,3,24,13,0.0,0.6,0.8,1.3,1.07
Delhi,Saket,Two-Wheeler EV,Zomato,Winter,12,10,6,1.4,0.075,45.0,1.05,1.26
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Pre-monsoon,4,16,8,0.0,1.2,0.4,1.3,1.06
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Pre-monsoon,3,24,10,0.0,0.6,0.8,1.45,1.15
Hyderabad,Banjara Hills,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,19,10,1.53,0.2,0.3,1.05,0.97
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Monsoon,9,31,9,0.2,2.4,0.8,1.38,1.26
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,27,6,4.2,0.075,20.0,1.35,1.43
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,9,44,13,0.0,0.36,0.6,1.1,1.07
Delhi,ITO,Two-Wheeler ICE,Zomato,Winter,1,18,7,1.4,0.075,45.0,1.4,1.5
Hyderabad,HITEC City,Two-Wheeler ICE,Zomato,Post-monsoon,10,16,9,0.17,0.4,1.05,1.25,1.04
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Monsoon,8,33,13,0.0,0.54,0.3,1.45,1.25
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Winter,12,37,10,0.2,0.2,3.6,1.05,1.05
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,41,11,0.85,0.1,0.3,1.35,1.15
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,28,9,0.0,0.03,1.2,1.2,1.01
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,8,20,13,0.0,0.54,0.3,1.1,1.02
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,12,8,0.0,0.15,2.7,1.45,1.09
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,13,8,0.2,1.0,3.6,1.4,1.11
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,28,6,7.0,0.15,10.0,1.1,1.27
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Winter,12,23,12,1.4,0.075,45.0,1.35,1.49
Delhi,Saket,Two-Wheeler ICE,Zomato,Post-monsoon,10,11,7,1.4,0.6,35.0,1.05,1.27
Delhi,ITO,Two-Wheeler ICE,Swiggy,Post-monsoon,11,24,6,1.4,0.375,45.0,1.4,1.49
Delhi,ITO,Two-Wheeler ICE,Zomato,Pre-monsoon,5,40,8,12.6,0.3,10.0,1.4,1.5
Mumbai,Kurla,Two-Wheeler ICE,Both,Pre-monsoon,3,23,8,0.0,0.6,0.8,1.35,1.1
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,2,10,13,1.4,0.075,40.0,1.1,1.31
Mumbai,Bandra,Two-Wheeler ICE,Both,Pre-monsoon,4,25,9,0.0,1.2,0.4,1.1,0.99
Mumbai,Bandra,Two-Wheeler EV,Swiggy,Pre-monsoon,5,28,13,0.0,2.4,0.4,1.1,1.0
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,9,10,10,0.2,2.4,0.8,1.38,1.19
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Post-monsoon,11,17,10,0.0,0.15,2.7,1.5,1.17
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Pre-monsoon,5,23,9,1.8,0.8,0.8,1.38,1.17
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,15,7,0.0,1.2,0.4,1.25,1.06
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,9,27,9,0.0,7.2,0.4,1.45,1.43
Delhi,Saket,Two-Wheeler ICE,Zomato,Post-monsoon,11,24,6,1.4,0.375,45.0,1.05,1.31
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,4,38,8,7.0,0.15,10.0,1.05,1.3
Chennai,Velachery,Two-Wheeler ICE,Zomato,Monsoon,6,40,11,1.8,2.4,0.4,1.4,1.34
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,2,22,10,0.0,0.03,2.4,1.45,1.17
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Monsoon,9,42,11,1.4,0.9,10.0,1.05,1.22
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Post-monsoon,11,38,8,0.0,3.0,1.8,1.3,1.21
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Monsoon,8,17,6,1.4,1.35,5.0,1.5,1.32
Mumbai,Parel,Two-Wheeler ICE,Zomato,Winter,1,37,10,0.0,0.6,1.8,1.3,1.16
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Monsoon,7,18,8,0.4,3.6,0.4,1.4,1.29
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Monsoon,6,41,11,12.6,0.9,5.0,1.1,1.44
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,44,9,7.0,0.15,10.0,1.05,1.3
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,33,6,4.2,0.075,20.0,1.1,1.35
Delhi,Connaught Place,Two-Wheeler EV,Both,Post-monsoon,10,19,12,1.4,0.6,35.0,1.05,1.29
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,30,11,0.6,0.2,1.6,1.4,1.13
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Winter,1,29,12,0.0,0.03,2.7,1.45,1.18
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Pre-monsoon,4,26,6,0.0,0.06,0.6,1.4,1.07
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Winter,12,25,10,0.0,0.6,1.8,1.25,1.09
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Monsoon,6,31,11,0.0,7.2,0.2,1.1,1.3
Hyderabad,Begumpet,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,21,8,1.53,0.2,0.3,1.2,1.05
Delhi,Lajpat Nagar,Two-Wheeler ICE,Both,Pre-monsoon,4,14,8,7.0,0.15,10.0,1.1,1.22
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Winter,1,43,10,0.0,0.03,2.7,1.5,1.22
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,4,22,13,7.0,0.15,10.0,1.5,1.47
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Monsoon,8,15,7,0.0,10.8,0.2,1.25,1.43
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,5,11,7,12.6,0.3,10.0,1.5,1.5
Delhi,Azad Market,Two-Wheeler EV,Zomato,Monsoon,6,21,6,12.6,0.9,5.0,1.35,1.48
Hyderabad,Falaknuma,Two-Wheeler ICE,Zomato,Post-monsoon,11,13,10,0.17,0.25,1.35,1.35,1.03
Delhi,Saket,Two-Wheeler ICE,Zomato,Winter,12,19,6,1.4,0.075,45.0,1.05,1.34
Hyderabad,Madhapur,Two-Wheeler EV,Swiggy,Post-monsoon,11,15,8,0.17,0.25,1.35,1.3,1.03
Bengaluru,Indiranagar,Bicycle,Swiggy,Winter,1,13,13,0.0,0.03,2.7,1.1,0.9
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Monsoon,8,28,8,0.0,10.8,0.2,1.35,1.48
Mumbai,Bandra,Two-Wheeler ICE,Both,Monsoon,8,26,6,0.0,10.8,0.2,1.1,1.35
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Monsoon,6,10,9,12.6,0.9,5.0,1.35,1.46
Delhi,Saket,Two-Wheeler EV,Swiggy,Winter,1,23,6,1.4,0.075,45.0,1.05,1.31
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Winter,2,12,8,0.2,0.2,3.2,1.38,1.11
Delhi,ITO,Two-Wheeler ICE,Zomato,Winter,2,13,9,1.4,0.075,40.0,1.4,1.46
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,36,10,12.6,0.3,10.0,1.1,1.42
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Winter,2,17,10,0.0,0.6,1.6,1.3,1.11
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,6,39,12,0.0,0.36,0.3,1.1,1.07
Delhi,Azad Market,Two-Wheeler EV,Zomato,Post-monsoon,11,32,12,1.4,0.375,45.0,1.35,1.48
Delhi,Yamuna Floodplain,Bicycle,Both,Post-monsoon,11,18,13,1.4,0.375,45.0,1.5,1.49
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Winter,1,19,8,0.0,0.03,2.7,1.2,1.05
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Winter,1,20,6,0.0,0.6,1.8,1.35,1.14
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Monsoon,6,28,10,1.53,0.6,0.15,1.05,1.04
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Monsoon,9,14,6,1.4,0.9,10.0,1.05,1.12
Delhi,ITO,Two-Wheeler EV,Swiggy,Pre-monsoon,5,23,11,12.6,0.3,10.0,1.4,1.49
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Post-monsoon,10,17,13,0.0,0.24,2.1,1.45,1.11
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,38,7,12.6,0.3,10.0,1.5,1.5
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Post-monsoon,11,11,12,1.4,0.375,45.0,1.05,1.26
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,9,21,6,1.4,0.9,10.0,1.05,1.17
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,11,36,10,0.0,3.0,1.8,1.3,1.21
Delhi,Lajpat Nagar,Bicycle,Swiggy,Winter,12,43,7,1.4,0.075,45.0,1.1,1.36
Mumbai,Parel,Two-Wheeler EV,Zomato,Pre-monsoon,5,21,11,0.0,2.4,0.4,1.3,1.1
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Post-monsoon,11,35,8,1.4,0.375,45.0,1.35,1.5
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,11,13,7.0,0.15,10.0,1.4,1.37
Delhi,Azad Market,Bicycle,Zomato,Pre-monsoon,4,17,7,7.0,0.15,10.0,1.35,1.35
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,11,42,6,1.4,0.375,45.0,1.5,1.5
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,8,36,6,0.0,0.54,0.3,1.1,1.07
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,7,17,9,0.0,10.8,0.2,1.35,1.48
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Post-monsoon,10,29,10,1.4,0.6,35.0,1.05,1.29
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Post-monsoon,11,34,12,1.4,0.375,45.0,1.05,1.33
Bengaluru,Bellandur,Two-Wheeler EV,Zomato,Pre-monsoon,4,35,6,0.0,0.06,0.6,1.45,1.14
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Monsoon,6,36,11,0.0,7.2,0.2,1.3,1.4
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Monsoon,6,16,8,1.8,2.4,0.4,1.05,1.12
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Post-monsoon,10,21,12,1.4,0.6,35.0,1.1,1.34
Delhi,Azad Market,Two-Wheeler EV,Both,Winter,12,42,13,1.4,0.075,45.0,1.35,1.5
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Monsoon,9,20,12,0.0,0.36,0.6,1.45,1.16
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,43,12,1.0,0.4,0.8,1.05,1.02
Mumbai,Chembur,Two-Wheeler EV,Swiggy,Pre-monsoon,5,20,7,0.0,2.4,0.4,1.45,1.17
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,22,7,0.0,0.06,0.6,1.45,1.12
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Winter,2,44,11,1.4,0.075,40.0,1.1,1.41
Delhi,ITO,Two-Wheeler EV,Swiggy,Winter,12,16,10,1.4,0.075,45.0,1.4,1.48
Mumbai,Andheri,Two-Wheeler EV,Zomato,Monsoon,8,36,9,0.0,10.8,0.2,1.3,1.47
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Winter,1,24,7,0.0,0.03,2.7,1.1,1.0
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Post-monsoon,10,29,9,0.0,0.24,2.1,1.1,0.93
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Monsoon,9,14,10,0.0,0.36,0.6,1.45,1.14
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Monsoon,7,39,7,0.0,0.54,0.3,1.2,1.12
Chennai,Velachery,Two-Wheeler ICE,Zomato,Post-monsoon,10,28,10,0.2,1.6,2.8,1.4,1.17
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,2,16,6,1.4,0.075,40.0,1.5,1.5
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Winter,2,10,11,0.0,0.03,2.4,1.4,1.1
Mumbai,Chembur,Two-Wheeler EV,Zomato,Winter,2,35,13,0.0,0.6,1.6,1.45,1.2
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,11,39,8,0.0,3.0,1.8,1.3,1.21
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,11,27,10,1.4,0.375,45.0,1.5,1.5
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Post-monsoon,11,33,10,0.0,3.0,1.8,1.35,1.23
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,33,8,7.0,0.15,10.0,1.1,1.32
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Pre-monsoon,3,44,6,0.0,0.6,0.8,1.3,1.12
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Monsoon,6,37,10,0.0,0.36,0.3,1.1,1.07
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,12,31,6,0.0,0.03,2.7,1.45,1.23
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,31,12,0.0,0.12,0.6,1.1,1.0
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Monsoon,7,29,9,0.0,0.54,0.3,1.45,1.2
Hyderabad,Charminar,Bicycle,Swiggy,Pre-monsoon,4,38,13,0.85,0.1,0.3,1.35,1.1
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Post-monsoon,10,17,9,1.4,0.6,35.0,1.05,1.29
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,9,10,10,0.0,7.2,0.4,1.25,1.28
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Post-monsoon,10,12,11,0.0,4.8,1.4,1.1,1.06
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,9,19,10,0.0,7.2,0.4,1.1,1.26
Mumbai,Parel,Two-Wheeler ICE,Zomato,Post-monsoon,10,31,7,0.0,4.8,1.4,1.3,1.26
Delhi,Azad Market,Two-Wheeler ICE,Both,Winter,1,44,13,1.4,0.075,45.0,1.35,1.5
Mumbai,Kurla,Bicycle,Swiggy,Post-monsoon,10,23,11,0.0,4.8,1.4,1.35,1.19
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Monsoon,9,12,11,0.2,2.4,0.8,1.35,1.17
Chennai,Adyar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,16,9,0.2,1.6,2.8,1.4,1.17
Mumbai,Wadala,Bicycle,Zomato,Post-monsoon,11,31,10,0.0,3.0,1.8,1.25,1.13
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,40,11,4.2,0.075,20.0,1.35,1.48
Delhi,Yamuna Floodplain,Two-Wheeler EV,Zomato,Winter,12,30,13,1.4,0.075,45.0,1.5,1.5
Mumbai,Kurla,Two-Wheeler ICE,Both,Winter,12,25,8,0.0,0.6,1.8,1.35,1.14
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Post-monsoon,10,32,8,0.2,1.6,2.8,1.35,1.2
Hyderabad,Madhapur,Two-Wheeler ICE,Both,Monsoon,7,32,11,0.34,0.9,0.15,1.3,1.19
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,40,10,0.17,0.25,1.35,1.35,1.13
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,11,11,10,0.0,3.0,1.8,1.1,1.01
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,12,9,0.0,0.15,2.7,1.1,0.92
Delhi,Connaught Place,Bicycle,Zomato,Pre-monsoon,4,24,8,7.0,0.15,10.0,1.05,1.2
Bengaluru,Bellandur,Bicycle,Zomato,Post-monsoon,10,43,11,0.0,0.24,2.1,1.45,1.14
Chennai,Adyar,Bicycle,Zomato,Post-monsoon,11,25,11,0.2,1.0,3.6,1.4,1.11
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Post-monsoon,10,12,13,0.0,0.24,2.1,1.1,0.91
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Both,Winter,1,37,7,0.0,0.03,2.7,1.45,1.23
Delhi,Saket,Two-Wheeler ICE,Swiggy,Winter,1,37,6,1.4,0.075,45.0,1.05,1.39
Bengaluru,Whitefield,Bicycle,Both,Pre-monsoon,3,28,6,0.0,0.03,1.2,1.4,1.06
Chennai,Pallikaranai,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,42,7,1.8,0.8,0.8,1.45,1.26
Mumbai,Parel,Two-Wheeler EV,Swiggy,Pre-monsoon,4,28,8,0.0,1.2,0.4,1.3,1.06
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,1,39,10,1.4,0.075,45.0,1.1,1.41
Mumbai,Dharavi,Two-Wheeler EV,Swiggy,Post-monsoon,10,24,9,0.0,4.8,1.4,1.35,1.21
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Monsoon,7,13,12,2.8,1.35,5.0,1.1,1.11
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Winter,1,33,13,0.0,0.6,1.8,1.45,1.24
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,7,38,6,2.8,1.35,5.0,1.4,1.39
Delhi,ITO,Two-Wheeler ICE,Swiggy,Winter,2,26,9,1.4,0.075,40.0,1.4,1.5
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Pre-monsoon,5,37,13,1.8,0.8,0.8,1.38,1.22
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,36,6,0.51,0.05,0.6,1.35,1.14
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Post-monsoon,11,23,6,0.0,0.15,2.7,1.2,1.02
Mumbai,Bandra,Bicycle,Swiggy,Post-monsoon,11,25,7,0.0,3.0,1.8,1.1,1.01
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Post-monsoon,10,12,13,1.4,0.6,35.0,1.1,1.26
Hyderabad,Madhapur,Two-Wheeler ICE,Both,Pre-monsoon,5,32,6,1.53,0.2,0.3,1.3,1.15
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Winter,2,20,10,0.0,0.6,1.6,1.3,1.11
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Winter,12,21,6,0.0,0.03,2.7,1.45,1.18
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Pre-monsoon,3,25,12,0.0,0.03,1.2,1.45,1.1
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,8,36,8,0.0,0.54,0.3,1.2,1.12
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Post-monsoon,10,37,13,0.17,0.4,1.05,1.3,1.11
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Post-monsoon,11,13,6,1.4,0.375,45.0,1.35,1.41
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Post-monsoon,10,30,9,0.17,0.4,1.05,1.3,1.06
Mumbai,Kurla,Two-Wheeler EV,Swiggy,Winter,1,39,10,0.0,0.6,1.8,1.35,1.16
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Winter,1,40,10,0.2,0.2,3.6,1.4,1.23
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Pre-monsoon,4,17,6,7.0,0.15,10.0,1.1,1.24
Chennai,Anna Nagar,Two-Wheeler EV,Zomato,Monsoon,8,39,8,0.2,3.6,0.4,1.05,1.13
Delhi,Connaught Place,Bicycle,Swiggy,Post-monsoon,11,29,9,1.4,0.375,45.0,1.05,1.26
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,25,11,0.6,0.2,1.6,1.35,1.11
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Post-monsoon,10,36,9,0.0,4.8,1.4,1.1,1.16
Delhi,Saket,Bicycle,Swiggy,Winter,1,15,6,1.4,0.075,45.0,1.05,1.29
Chennai,Anna Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,41,13,1.8,0.8,0.8,1.05,1.06
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,7,26,11,2.8,1.35,5.0,1.5,1.39
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Winter,1,37,13,0.17,0.05,1.35,1.35,1.17
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Pre-monsoon,3,39,7,0.0,0.6,0.8,1.35,1.15
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,7,16,11,0.0,0.54,0.3,1.4,1.17
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Post-monsoon,11,41,13,0.17,0.25,1.35,1.3,1.11
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Monsoon,9,20,7,0.0,0.36,0.6,1.2,1.07
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Post-monsoon,10,20,6,1.4,0.6,35.0,1.5,1.5
Chennai,Anna Nagar,Two-Wheeler EV,Swiggy,Monsoon,8,26,12,0.2,3.6,0.4,1.05,1.08
Delhi,Saket,Bicycle,Swiggy,Winter,12,18,6,1.4,0.075,45.0,1.05,1.29
